Genome,GenomeName,Proteins,Reference,Size_Kb,realm_reference,realm_prediction,kingdom_reference,kingdom_prediction,phylum_reference,phylum_prediction,class_reference,class_prediction,order_reference,order_prediction,family_reference,family_prediction,subfamily_reference,subfamily_prediction,genus_reference,genus_prediction
NC_049375.1,Lactococcus phage i0139,52,True,29.513,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049376.1,Lactococcus phage 3R16S,57,True,30.446,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049377.1,Lactococcus phage 13W11L,53,True,29.952,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049381.1,Lactococcus phage R31,51,True,27.203,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049397.1,Lactococcus phage 05601,59,True,32.895,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049398.1,Lactococcus phage 16802,47,True,28.721,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049399.1,Lactococcus phage 30804,56,True,30.401,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049400.1,Lactococcus phage 37201,52,True,30.989,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049401.1,Lactococcus phage 38503,54,True,27.948,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049402.1,Lactococcus phage 38507,60,True,32.458,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049403.1,Lactococcus phage 51701,55,True,32.529,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049404.1,Lactococcus phage 56003,61,True,30.926,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049405.1,Lactococcus phage 56301,57,True,32.555,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049406.1,Lactococcus phage 57001,48,True,31.819,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049407.1,Lactococcus phage 62601,53,True,30.852,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049408.1,Lactococcus phage 62605,53,True,31.014,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049409.1,Lactococcus phage 63302,50,True,31.883,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049410.1,Lactococcus phage 66901,46,True,28.917,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049411.1,Lactococcus phage 79201,53,True,31.123,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049412.1,Lactococcus phage 88605,54,True,31.508,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049413.1,Lactococcus phage 96401,54,True,29.306,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049414.1,Lactococcus phage 96403,47,True,26.874,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049415.1,Lactococcus phage 96603,50,True,30.69,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049416.1,Lactococcus phage LP8511,52,True,29.953,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049417.1,Lactococcus phage LP9207,54,True,29.203,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049418.1,Lactococcus phage LP9404,54,True,30.072,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049419.1,Lactococcus phage LP9609,55,True,30.945,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049420.1,Lactococcus phage LP9903,54,True,29.557,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049421.1,Lactococcus phage LP9908,53,True,29.668,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049422.1,Lactococcus phage LP0209,53,True,30.339,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049423.1,Lactococcus phage LP0903,54,True,31.049,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049424.1,Lactococcus phage LP1502a,52,True,30.247,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049425.1,Lactococcus phage vB_Llc_bIBB5g1,55,True,30.132,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049426.1,Lactococcus phage vB_Llc_bIBBF12,55,True,29.454,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049434.1,Lactococcus phage MP1,55,True,32.575,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049446.1,Lactococcus phage 8V08,54,True,32.312,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049447.1,Lactococcus phage MV10L,58,True,31.374,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049474.1,Lactococcus phage P1532,46,True,29.075,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049475.1,Lactococcus phage P656,47,True,28.396,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049476.1,Lactococcus phage P4565,55,True,32.697,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049480.1,Lactococcus phage CHPC129,55,True,30.832,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049481.1,Lactococcus phage CHPC361,55,True,30.162,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049482.1,Lactococcus phage CHPC362,45,True,27.642,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049483.1,Lactococcus phage CHPC52,54,True,29.652,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049484.1,Lactococcus phage CHPC781,56,True,29.218,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049485.1,Lactococcus phage CHPC958,62,True,32.653,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049486.1,Lactococcus phage CHPC959,59,True,29.34,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049487.1,Lactococcus phage CHPC964,56,True,29.925,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049488.1,Lactococcus phage CHPC965,47,True,25.327,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_055050.1,Lactococcus phage PLgW-1,56,True,30.189,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Uwajimavirus,Uwajimavirus
NC_001629.1,Lactococcus phage bIL67,37,True,22.195,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_1_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_58_of_Caudoviricetes,Ceduovirus,Ceduovirus
NC_001706.1,Lactococcus phage c2,39,True,22.172,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_1_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_58_of_Caudoviricetes,Ceduovirus,Ceduovirus
NC_031002.1,Lactococcus phage M6162,38,True,21.697,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_1_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_58_of_Caudoviricetes,Ceduovirus,Ceduovirus
NC_031009.1,Lactococcus phage D4412,40,True,22.884,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_1_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_58_of_Caudoviricetes,Ceduovirus,Ceduovirus
NC_031044.1,Lactococcus phage M6165,37,True,22.179,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_1_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_58_of_Caudoviricetes,Ceduovirus,Ceduovirus
NC_031071.1,Lactococcus phage D4410,40,True,22.825,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_1_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_58_of_Caudoviricetes,Ceduovirus,Ceduovirus
NC_031075.1,Lactococcus phage M5938,38,True,22.24,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_1_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_58_of_Caudoviricetes,Ceduovirus,Ceduovirus
NC_054990.1,Lactococcus phage 05802,38,True,22.434,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_1_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_58_of_Caudoviricetes,Ceduovirus,Ceduovirus
NC_054991.1,Lactococcus phage 20R03M,33,True,21.75,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_1_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_58_of_Caudoviricetes,Ceduovirus,Ceduovirus
NC_054992.1,Lactococcus phage 37203,38,True,22.029,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_1_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_58_of_Caudoviricetes,Ceduovirus,Ceduovirus
NC_054993.1,Lactococcus phage 50102,38,True,22.242,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_1_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_58_of_Caudoviricetes,Ceduovirus,Ceduovirus
